order_id,user_id,restaurant_id,item_id,category,price,order_hour,weekend,timestamp,meal_time,cart_size,cart_value_bucket,user_price_sensitivity,restaurant_rating,user_city_tier,restaurant_city_tier,order_total_value,user_frequency,user_avg_spend,restaurant_popularity,item_popularity
1716,197,179,1050,Main,308,13,0,2025-02-28 13:43:00,Lunch,2,Medium,low,4.3,Tier1,Tier3,696,5,813.1111111111111,134,82
1716,197,179,125,Side,388,13,0,2025-02-28 13:43:00,Lunch,2,Medium,low,4.3,Tier1,Tier3,696,5,813.1111111111111,134,62
1717,1192,15,349,Main,242,21,0,2025-01-30 21:34:00,Dinner,1,Low,low,3.9,Tier2,Tier1,242,12,412.5,84,28
1719,813,33,710,Main,155,21,0,2025-02-17 21:55:00,Dinner,1,Low,medium,4.3,Tier1,Tier1,155,11,583.7619047619048,127,13
1720,1254,2,7,Main,348,12,0,2025-01-09 12:09:00,Lunch,1,Medium,high,4.8,Tier1,Tier3,348,14,377.2352941176471,137,137
1721,789,79,667,Main,169,19,0,2025-02-28 19:15:00,Dinner,2,Medium,low,4.4,Tier1,Tier1,503,13,597.3461538461538,141,57
1721,789,79,852,Beverage,334,19,0,2025-02-28 19:15:00,Dinner,2,Medium,low,4.4,Tier1,Tier1,503,13,597.3461538461538,141,72
1722,579,55,492,Main,420,12,1,2025-02-08 12:56:00,Lunch,1,Medium,medium,4.8,Tier3,Tier1,420,17,609.65625,112,21
1723,1274,182,54,Main,92,6,1,2025-02-16 06:48:00,Breakfast,1,Low,medium,4.3,Tier1,Tier3,92,17,602.6428571428571,128,23
1725,406,0,850,Main,289,15,0,2025-01-02 15:49:00,Lunch,3,High,high,4.4,Tier1,Tier1,868,11,618.0952380952381,178,92
1725,406,0,905,Dessert,196,15,0,2025-01-02 15:49:00,Lunch,3,High,high,4.4,Tier1,Tier1,868,11,618.0952380952381,178,52
1725,406,0,826,Side,383,15,0,2025-01-02 15:49:00,Lunch,3,High,high,4.4,Tier1,Tier1,868,11,618.0952380952381,178,76
1726,1418,139,168,Main,288,0,0,2025-02-03 00:06:00,LateNight,1,Low,medium,4.5,Tier1,Tier1,288,24,574.55,66,15
1727,547,144,220,Main,375,2,0,2025-01-29 02:43:00,LateNight,2,High,medium,3.9,Tier1,Tier2,786,4,700.3333333333334,128,34
1727,547,144,475,Dessert,411,2,0,2025-01-29 02:43:00,LateNight,2,High,medium,3.9,Tier1,Tier2,786,4,700.3333333333334,128,22
1728,670,199,350,Main,354,9,0,2025-01-17 09:47:00,Breakfast,2,High,medium,4.5,Tier2,Tier2,847,19,544.5666666666667,63,33
1728,670,199,22,Beverage,493,9,0,2025-01-17 09:47:00,Breakfast,2,High,medium,4.5,Tier2,Tier2,847,19,544.5666666666667,63,31
1730,1228,168,800,Main,155,2,1,2025-02-01 02:31:00,LateNight,1,Low,low,3.7,Tier1,Tier1,155,9,653.0625,116,36
1733,342,24,1029,Main,146,14,0,2025-01-21 14:53:00,Lunch,1,Low,medium,3.8,Tier3,Tier1,146,12,374.36842105263156,99,16
1734,96,61,299,Main,397,12,0,2025-01-13 12:30:00,Lunch,2,Medium,low,3.9,Tier1,Tier3,530,11,423.53333333333336,164,44
1734,96,61,145,Beverage,133,12,0,2025-01-13 12:30:00,Lunch,2,Medium,low,3.9,Tier1,Tier3,530,11,423.53333333333336,164,44
1735,930,10,109,Main,144,2,0,2025-01-15 02:28:00,LateNight,2,Medium,medium,4.4,Tier1,Tier1,554,22,549.0,72,26
1735,930,10,578,Beverage,410,2,0,2025-01-15 02:28:00,LateNight,2,Medium,medium,4.4,Tier1,Tier1,554,22,549.0,72,35
1736,887,120,93,Main,380,0,0,2025-01-08 00:34:00,LateNight,2,Medium,medium,4.3,Tier1,Tier2,650,21,531.1388888888889,111,16
1736,887,120,543,Beverage,270,0,0,2025-01-08 00:34:00,LateNight,2,Medium,medium,4.3,Tier1,Tier2,650,21,531.1388888888889,111,55
1737,82,103,29,Main,355,22,0,2025-01-27 22:10:00,LateNight,2,High,medium,3.9,Tier1,Tier3,802,30,603.0,120,28
1737,82,103,289,Dessert,447,22,0,2025-01-27 22:10:00,LateNight,2,High,medium,3.9,Tier1,Tier3,802,30,603.0,120,8
1742,627,80,205,Main,300,10,1,2025-01-04 10:27:00,Breakfast,2,Medium,low,4.3,Tier2,Tier1,686,9,607.1333333333333,141,34
1742,627,80,493,Dessert,386,10,1,2025-01-04 10:27:00,Breakfast,2,Medium,low,4.3,Tier2,Tier1,686,9,607.1333333333333,141,22
1744,805,108,195,Main,154,6,0,2025-02-26 06:06:00,Breakfast,1,Low,medium,4.6,Tier2,Tier1,154,18,506.48148148148147,145,80
1746,1450,20,366,Main,338,8,0,2025-02-24 08:42:00,Breakfast,1,Medium,high,4.3,Tier1,Tier1,338,23,597.0,91,32
1747,668,77,282,Main,487,6,0,2025-02-04 06:57:00,Breakfast,1,Medium,medium,4.2,Tier1,Tier1,487,18,517.8,134,98
1750,137,103,116,Main,345,11,0,2025-01-17 11:03:00,Lunch,2,High,low,3.9,Tier3,Tier3,784,6,793.5333333333333,120,68
1750,137,103,956,Beverage,439,11,0,2025-01-17 11:03:00,Lunch,2,High,low,3.9,Tier3,Tier3,784,6,793.5333333333333,120,67
1753,1048,146,918,Main,278,20,1,2025-02-09 20:06:00,Dinner,2,High,medium,3.9,Tier1,Tier3,775,10,666.3333333333334,132,132
1753,1048,146,30,Beverage,497,20,1,2025-02-09 20:06:00,Dinner,2,High,medium,3.9,Tier1,Tier3,775,10,666.3333333333334,132,65
1754,285,169,239,Main,238,23,1,2025-01-04 23:26:00,LateNight,3,Medium,high,4.0,Tier2,Tier2,682,15,574.1,124,21
1754,285,169,693,Beverage,357,23,1,2025-01-04 23:26:00,LateNight,3,Medium,high,4.0,Tier2,Tier2,682,15,574.1,124,64
1754,285,169,580,Side,87,23,1,2025-01-04 23:26:00,LateNight,3,Medium,high,4.0,Tier2,Tier2,682,15,574.1,124,53
1755,1347,79,667,Main,169,9,0,2025-02-07 09:32:00,Breakfast,2,Medium,low,4.4,Tier3,Tier1,503,17,688.3548387096774,141,57
1755,1347,79,852,Beverage,334,9,0,2025-02-07 09:32:00,Breakfast,2,Medium,low,4.4,Tier3,Tier1,503,17,688.3548387096774,141,72
1756,585,179,1062,Main,468,3,0,2025-02-03 03:49:00,LateNight,2,High,medium,4.3,Tier1,Tier3,856,22,580.4,134,23
1756,585,179,125,Side,388,3,0,2025-02-03 03:49:00,LateNight,2,High,medium,4.3,Tier1,Tier3,856,22,580.4,134,62
1757,620,43,310,Main,197,14,0,2025-01-22 14:53:00,Lunch,1,Low,high,3.9,Tier2,Tier3,197,12,691.5454545454545,70,70
1759,662,51,202,Main,344,13,0,2025-02-25 13:51:00,Lunch,3,High,medium,3.6,Tier1,Tier1,962,7,600.9230769230769,172,117
1759,662,51,130,Beverage,148,13,0,2025-02-25 13:51:00,Lunch,3,High,medium,3.6,Tier1,Tier1,962,7,600.9230769230769,172,38
1759,662,51,465,Dessert,470,13,0,2025-02-25 13:51:00,Lunch,3,High,medium,3.6,Tier1,Tier1,962,7,600.9230769230769,172,18
1760,297,89,146,Main,319,22,1,2025-01-26 22:26:00,LateNight,1,Medium,low,4.4,Tier1,Tier1,319,17,617.2857142857143,116,76
1761,333,175,60,Main,321,20,0,2025-02-10 20:41:00,Dinner,2,Medium,medium,4.1,Tier1,Tier3,695,15,649.4814814814815,116,25
1761,333,175,1164,Side,374,20,0,2025-02-10 20:41:00,Dinner,2,Medium,medium,4.1,Tier1,Tier3,695,15,649.4814814814815,116,47
1762,1082,85,260,Main,229,7,0,2025-01-22 07:11:00,Breakfast,2,Medium,medium,4.2,Tier1,Tier1,686,13,699.0833333333334,79,47
1762,1082,85,508,Dessert,457,7,0,2025-01-22 07:11:00,Breakfast,2,Medium,medium,4.2,Tier1,Tier1,686,13,699.0833333333334,79,11
1763,1115,57,1078,Main,145,14,0,2025-02-18 14:33:00,Lunch,2,Medium,low,4.7,Tier2,Tier2,521,17,482.8,105,41
1763,1115,57,272,Dessert,376,14,0,2025-02-18 14:33:00,Lunch,2,Medium,low,4.7,Tier2,Tier2,521,17,482.8,105,9
1764,294,83,499,Main,379,18,0,2025-01-22 18:28:00,Dinner,2,High,low,4.1,Tier1,Tier3,721,15,532.4814814814815,89,20
1764,294,83,1093,Side,342,18,0,2025-01-22 18:28:00,Dinner,2,High,low,4.1,Tier1,Tier3,721,15,532.4814814814815,89,13
1766,802,57,1078,Main,145,16,0,2025-02-12 16:34:00,Dinner,2,Medium,medium,4.7,Tier2,Tier2,521,24,658.4,105,41
1766,802,57,272,Dessert,376,16,0,2025-02-12 16:34:00,Dinner,2,Medium,medium,4.7,Tier2,Tier2,521,24,658.4,105,9
1767,850,103,817,Main,328,15,1,2025-01-18 15:50:00,Lunch,2,High,medium,3.9,Tier1,Tier3,767,18,645.625,120,24
1767,850,103,956,Beverage,439,15,1,2025-01-18 15:50:00,Lunch,2,High,medium,3.9,Tier1,Tier3,767,18,645.625,120,67
1768,1020,73,895,Main,387,11,0,2025-02-03 11:33:00,Lunch,1,Medium,medium,4.7,Tier1,Tier1,387,11,597.3888888888889,130,37
1769,430,111,987,Main,117,22,0,2025-02-21 22:06:00,LateNight,2,Low,medium,3.6,Tier1,Tier3,238,17,553.4666666666667,78,18
1769,430,111,946,Dessert,121,22,0,2025-02-21 22:06:00,LateNight,2,Low,medium,3.6,Tier1,Tier3,238,17,553.4666666666667,78,29
1772,556,22,300,Main,473,15,1,2025-01-26 15:32:00,Lunch,1,Medium,medium,4.4,Tier2,Tier2,473,14,541.5833333333334,112,41
1773,886,36,737,Main,496,18,0,2025-02-04 18:12:00,Dinner,2,High,medium,4.4,Tier2,Tier1,750,8,363.9,103,51
1773,886,36,798,Dessert,254,18,0,2025-02-04 18:12:00,Dinner,2,High,medium,4.4,Tier2,Tier1,750,8,363.9,103,15
1774,1126,111,1104,Main,221,18,1,2025-02-15 18:36:00,Dinner,2,Medium,low,3.6,Tier2,Tier3,342,15,549.3103448275862,78,14
1774,1126,111,946,Dessert,121,18,1,2025-02-15 18:36:00,Dinner,2,Medium,low,3.6,Tier2,Tier3,342,15,549.3103448275862,78,29
1776,1006,180,344,Main,255,2,1,2025-02-08 02:34:00,LateNight,1,Low,high,4.7,Tier3,Tier2,255,4,526.0,150,114
1778,446,122,868,Main,483,4,1,2025-01-19 04:14:00,LateNight,2,High,medium,4.6,Tier2,Tier1,916,5,513.375,110,26
1778,446,122,920,Beverage,433,4,1,2025-01-19 04:14:00,LateNight,2,High,medium,4.6,Tier2,Tier1,916,5,513.375,110,19
1779,782,33,893,Main,486,0,0,2025-02-25 00:54:00,LateNight,2,High,medium,4.3,Tier1,Tier1,845,15,469.45454545454544,127,18
1779,782,33,395,Beverage,359,0,0,2025-02-25 00:54:00,LateNight,2,High,medium,4.3,Tier1,Tier1,845,15,469.45454545454544,127,68
1780,1348,142,618,Main,336,14,0,2025-01-13 14:20:00,Lunch,2,Medium,medium,4.8,Tier1,Tier1,546,8,629.9285714285714,114,67
1780,1348,142,1094,Side,210,14,0,2025-01-13 14:20:00,Lunch,2,Medium,medium,4.8,Tier1,Tier1,546,8,629.9285714285714,114,52
1781,379,187,832,Main,332,18,0,2025-01-23 18:08:00,Dinner,3,High,medium,3.5,Tier2,Tier2,751,10,732.4347826086956,123,9
1781,379,187,233,Beverage,212,18,0,2025-01-23 18:08:00,Dinner,3,High,medium,3.5,Tier2,Tier2,751,10,732.4347826086956,123,59
1781,379,187,659,Dessert,207,18,0,2025-01-23 18:08:00,Dinner,3,High,medium,3.5,Tier2,Tier2,751,10,732.4347826086956,123,13
1782,129,51,80,Main,160,17,1,2025-01-05 17:59:00,Dinner,2,Medium,medium,3.6,Tier3,Tier1,425,17,521.2142857142857,172,55
1782,129,51,706,Beverage,265,17,1,2025-01-05 17:59:00,Dinner,2,Medium,medium,3.6,Tier3,Tier1,425,17,521.2142857142857,172,44
1783,746,26,1183,Main,339,8,0,2025-02-28 08:40:00,Breakfast,1,Medium,low,4.7,Tier1,Tier1,339,15,509.3636363636364,64,64
1784,936,130,684,Main,319,17,0,2025-02-13 17:51:00,Dinner,2,Medium,medium,3.9,Tier1,Tier2,476,16,504.9310344827586,65,32
1784,936,130,1199,Dessert,157,17,0,2025-02-13 17:51:00,Dinner,2,Medium,medium,3.9,Tier1,Tier2,476,16,504.9310344827586,65,6
1785,1211,99,887,Main,171,18,0,2025-02-03 18:55:00,Dinner,1,Low,medium,4.0,Tier1,Tier1,171,16,533.1785714285714,143,143
1786,591,77,282,Main,487,11,0,2025-02-20 11:24:00,Lunch,1,Medium,high,4.2,Tier1,Tier1,487,8,454.1666666666667,134,98
1787,761,168,979,Main,381,8,0,2025-01-10 08:06:00,Breakfast,1,Medium,medium,3.7,Tier1,Tier1,381,14,634.25,116,37
1788,1218,120,264,Main,365,23,1,2025-02-16 23:01:00,LateNight,1,Medium,high,4.3,Tier2,Tier2,365,11,733.6666666666666,111,68
1790,1323,101,1171,Main,263,22,1,2025-01-26 22:43:00,LateNight,2,Medium,low,4.1,Tier3,Tier2,535,23,547.7317073170732,117,53
1790,1323,101,330,Beverage,272,22,1,2025-01-26 22:43:00,LateNight,2,Medium,low,4.1,Tier3,Tier2,535,23,547.7317073170732,117,32
1791,845,153,932,Main,226,15,0,2025-01-08 15:13:00,Lunch,1,Low,medium,4.0,Tier2,Tier1,226,12,624.75,63,38
1792,549,33,335,Main,141,14,0,2025-01-15 14:12:00,Lunch,2,Medium,low,4.3,Tier1,Tier1,574,16,702.7,127,29
1792,549,33,838,Side,433,14,0,2025-01-15 14:12:00,Lunch,2,Medium,low,4.3,Tier1,Tier1,574,16,702.7,127,59
1793,106,77,1114,Main,118,19,1,2025-01-25 19:55:00,Dinner,2,Medium,low,4.2,Tier2,Tier1,318,17,618.5757575757576,134,36
1793,106,77,942,Beverage,200,19,1,2025-01-25 19:55:00,Dinner,2,Medium,low,4.2,Tier2,Tier1,318,17,618.5757575757576,134,63
1794,924,31,902,Main,359,21,0,2025-02-10 21:33:00,Dinner,2,Medium,low,4.7,Tier2,Tier1,544,5,765.0,67,67
1794,924,31,692,Beverage,185,21,0,2025-02-10 21:33:00,Dinner,2,Medium,low,4.7,Tier2,Tier1,544,5,765.0,67,22
1795,393,148,494,Main,115,17,1,2025-02-16 17:26:00,Dinner,3,High,low,4.0,Tier2,Tier1,862,7,564.3846153846154,117,44
1795,393,148,419,Beverage,361,17,1,2025-02-16 17:26:00,Dinner,3,High,low,4.0,Tier2,Tier1,862,7,564.3846153846154,117,29
1795,393,148,1042,Side,386,17,1,2025-02-16 17:26:00,Dinner,3,High,low,4.0,Tier2,Tier1,862,7,564.3846153846154,117,43
1796,1116,83,499,Main,379,9,0,2025-01-14 09:53:00,Breakfast,1,Medium,medium,4.1,Tier1,Tier3,379,13,642.9130434782609,89,20
1797,682,195,410,Main,285,19,1,2025-02-09 19:40:00,Dinner,2,Medium,low,4.7,Tier2,Tier1,435,11,588.0,157,157
1797,682,195,721,Side,150,19,1,2025-02-09 19:40:00,Dinner,2,Medium,low,4.7,Tier2,Tier1,435,11,588.0,157,63
1798,1111,28,820,Main,101,8,0,2025-01-09 08:21:00,Breakfast,3,Medium,low,3.7,Tier3,Tier1,522,15,574.0,71,24
1798,1111,28,412,Beverage,170,8,0,2025-01-09 08:21:00,Breakfast,3,Medium,low,3.7,Tier3,Tier1,522,15,574.0,71,35
1798,1111,28,682,Dessert,251,8,0,2025-01-09 08:21:00,Breakfast,3,Medium,low,3.7,Tier3,Tier1,522,15,574.0,71,21
1799,280,40,428,Main,150,5,0,2025-01-21 05:02:00,LateNight,1,Low,low,4.1,Tier1,Tier1,150,14,460.0833333333333,107,67
1800,201,179,1050,Main,308,1,0,2025-02-11 01:30:00,LateNight,1,Medium,medium,4.3,Tier3,Tier3,308,13,424.94444444444446,134,82
1801,1323,176,107,Main,342,19,1,2025-02-01 19:40:00,Dinner,2,Medium,low,4.6,Tier3,Tier2,472,23,547.7317073170732,120,22
1801,1323,176,108,Beverage,130,19,1,2025-02-01 19:40:00,Dinner,2,Medium,low,4.6,Tier3,Tier2,472,23,547.7317073170732,120,20
1802,930,8,791,Main,472,10,0,2025-01-03 10:15:00,Breakfast,2,High,medium,4.3,Tier1,Tier1,753,22,549.0,114,26
1802,930,8,892,Dessert,281,10,0,2025-01-03 10:15:00,Breakfast,2,High,medium,4.3,Tier1,Tier1,753,22,549.0,114,36
1803,56,124,793,Main,107,18,0,2025-02-07 18:21:00,Dinner,2,Low,medium,4.3,Tier1,Tier2,194,19,574.0294117647059,108,75
1803,56,124,745,Beverage,87,18,0,2025-02-07 18:21:00,Dinner,2,Low,medium,4.3,Tier1,Tier2,194,19,574.0294117647059,108,18
1804,1186,102,244,Main,315,20,1,2025-01-05 20:20:00,Dinner,1,Medium,low,4.1,Tier2,Tier1,315,14,770.75,106,75
1806,250,33,295,Main,445,16,1,2025-02-15 16:39:00,Dinner,2,High,medium,4.3,Tier1,Tier1,804,16,709.1666666666666,127,29
1806,250,33,395,Beverage,359,16,1,2025-02-15 16:39:00,Dinner,2,High,medium,4.3,Tier1,Tier1,804,16,709.1666666666666,127,68
1807,749,33,710,Main,155,0,0,2025-02-04 00:55:00,LateNight,3,High,low,4.3,Tier1,Tier1,947,7,578.5,127,13
1807,749,33,395,Beverage,359,0,0,2025-02-04 00:55:00,LateNight,3,High,low,4.3,Tier1,Tier1,947,7,578.5,127,68
1807,749,33,838,Side,433,0,0,2025-02-04 00:55:00,LateNight,3,High,low,4.3,Tier1,Tier1,947,7,578.5,127,59
1808,556,120,519,Main,82,11,0,2025-01-22 11:03:00,Lunch,2,Medium,medium,4.3,Tier2,Tier2,352,14,541.5833333333334,111,27
1808,556,120,543,Beverage,270,11,0,2025-01-22 11:03:00,Lunch,2,Medium,medium,4.3,Tier2,Tier2,352,14,541.5833333333334,111,55
1809,992,3,1052,Main,231,3,0,2025-02-05 03:35:00,LateNight,2,Medium,medium,4.3,Tier1,Tier3,396,7,476.15384615384613,76,76
1809,992,3,481,Beverage,165,3,0,2025-02-05 03:35:00,LateNight,2,Medium,medium,4.3,Tier1,Tier3,396,7,476.15384615384613,76,30
1810,950,195,410,Main,285,10,0,2025-01-08 10:16:00,Breakfast,2,Medium,low,4.7,Tier3,Tier1,435,10,538.8,157,157
1810,950,195,721,Side,150,10,0,2025-01-08 10:16:00,Breakfast,2,Medium,low,4.7,Tier3,Tier1,435,10,538.8,157,63
1811,728,153,960,Main,115,3,0,2025-02-04 03:00:00,LateNight,1,Low,low,4.0,Tier1,Tier1,115,20,745.0769230769231,63,25
1812,795,80,871,Main,132,10,0,2025-01-21 10:30:00,Breakfast,1,Low,low,4.3,Tier1,Tier1,132,10,878.5,141,41
1814,70,188,939,Main,335,0,0,2025-01-30 00:10:00,LateNight,1,Medium,medium,4.6,Tier1,Tier2,335,10,627.0,148,91
1815,1396,146,918,Main,278,0,0,2025-01-10 00:27:00,LateNight,1,Low,medium,3.9,Tier1,Tier3,278,18,562.5,132,132
1816,1432,152,955,Main,268,3,1,2025-03-01 03:51:00,LateNight,1,Low,low,4.3,Tier2,Tier1,268,17,504.83870967741933,89,21
1817,698,47,1060,Main,497,12,0,2025-01-31 12:27:00,Lunch,2,High,medium,3.8,Tier1,Tier3,725,14,405.8,63,34
1817,698,47,730,Beverage,228,12,0,2025-01-31 12:27:00,Lunch,2,High,medium,3.8,Tier1,Tier3,725,14,405.8,63,9
1818,1087,150,784,Main,490,7,0,2025-01-14 07:02:00,Breakfast,1,Medium,medium,3.9,Tier3,Tier1,490,23,506.0833333333333,58,35
1819,106,131,999,Main,369,12,0,2025-01-13 12:35:00,Lunch,3,High,low,4.6,Tier2,Tier1,1223,17,618.5757575757576,76,76
1819,106,131,831,Beverage,432,12,0,2025-01-13 12:35:00,Lunch,3,High,low,4.6,Tier2,Tier1,1223,17,618.5757575757576,76,39
1819,106,131,120,Side,422,12,0,2025-01-13 12:35:00,Lunch,3,High,low,4.6,Tier2,Tier1,1223,17,618.5757575757576,76,8
1820,123,17,1016,Main,162,11,1,2025-01-04 11:40:00,Lunch,1,Low,high,3.9,Tier1,Tier1,162,20,552.7941176470588,74,74
1821,916,143,496,Main,435,2,0,2025-01-27 02:41:00,LateNight,1,Medium,medium,3.7,Tier1,Tier1,435,17,491.0,134,93
1822,1010,176,107,Main,342,0,0,2025-02-13 00:05:00,LateNight,1,Medium,low,4.6,Tier1,Tier2,342,11,626.3333333333334,120,22
1823,966,167,1055,Main,457,15,0,2025-01-13 15:11:00,Lunch,1,Medium,medium,4.5,Tier1,Tier1,457,11,690.75,126,76
1824,1041,104,9,Main,337,16,0,2025-02-12 16:47:00,Dinner,2,Medium,medium,4.5,Tier1,Tier1,444,15,669.6538461538462,135,75
1824,1041,104,1175,Beverage,107,16,0,2025-02-12 16:47:00,Dinner,2,Medium,medium,4.5,Tier1,Tier1,444,15,669.6538461538462,135,41
1825,1342,96,653,Main,499,19,0,2025-02-10 19:59:00,Dinner,1,Medium,high,3.6,Tier1,Tier1,499,16,611.6428571428571,126,83
1826,1270,13,655,Main,289,0,0,2025-02-26 00:14:00,LateNight,1,Low,low,4.5,Tier2,Tier1,289,13,671.6666666666666,114,41
1828,817,121,180,Main,427,5,0,2025-01-08 05:04:00,LateNight,1,Medium,medium,3.7,Tier3,Tier1,427,16,582.3214285714286,161,53
1830,1435,71,1151,Main,458,7,0,2025-01-24 07:04:00,Breakfast,2,Medium,low,3.6,Tier1,Tier1,679,13,607.4782608695652,75,35
1830,1435,71,743,Beverage,221,7,0,2025-01-24 07:04:00,Breakfast,2,Medium,low,3.6,Tier1,Tier1,679,13,607.4782608695652,75,35
1831,1069,92,227,Main,145,15,0,2025-01-20 15:06:00,Lunch,3,High,high,4.8,Tier1,Tier2,810,17,473.53846153846155,142,79
1831,1069,92,374,Beverage,281,15,0,2025-01-20 15:06:00,Lunch,3,High,high,4.8,Tier1,Tier2,810,17,473.53846153846155,142,25
1831,1069,92,20,Dessert,384,15,0,2025-01-20 15:06:00,Lunch,3,High,high,4.8,Tier1,Tier2,810,17,473.53846153846155,142,48
1832,938,112,85,Main,115,14,0,2025-01-14 14:37:00,Lunch,2,Low,medium,3.8,Tier1,Tier1,220,17,607.030303030303,108,27
1832,938,112,512,Side,105,14,0,2025-01-14 14:37:00,Lunch,2,Low,medium,3.8,Tier1,Tier1,220,17,607.030303030303,108,53
1833,800,122,868,Main,483,22,0,2025-02-19 22:52:00,LateNight,2,High,high,4.6,Tier3,Tier1,916,9,474.25,110,26
1833,800,122,920,Beverage,433,22,0,2025-02-19 22:52:00,LateNight,2,High,high,4.6,Tier3,Tier1,916,9,474.25,110,19
1834,456,71,906,Main,449,10,0,2025-02-25 10:07:00,Breakfast,1,Medium,medium,3.6,Tier3,Tier1,449,13,602.4166666666666,75,40
1835,671,18,1079,Main,382,0,0,2025-02-18 00:56:00,LateNight,1,Medium,low,4.7,Tier1,Tier1,382,10,622.2631578947369,140,50
1837,1293,0,850,Main,289,2,1,2025-01-11 02:53:00,LateNight,3,High,low,4.4,Tier1,Tier1,952,9,668.125,178,92
1837,1293,0,638,Beverage,280,2,1,2025-01-11 02:53:00,LateNight,3,High,low,4.4,Tier1,Tier1,952,9,668.125,178,88
1837,1293,0,826,Side,383,2,1,2025-01-11 02:53:00,LateNight,3,High,low,4.4,Tier1,Tier1,952,9,668.125,178,76
1839,960,106,14,Main,380,15,0,2025-01-22 15:07:00,Lunch,2,High,high,4.7,Tier1,Tier1,779,18,547.90625,78,36
1839,960,106,545,Beverage,399,15,0,2025-01-22 15:07:00,Lunch,2,High,high,4.7,Tier1,Tier1,779,18,547.90625,78,37
1840,259,121,297,Main,457,9,0,2025-01-28 09:52:00,Breakfast,1,Medium,medium,3.7,Tier1,Tier1,457,12,589.0,161,18
1841,628,128,735,Main,198,2,1,2025-01-12 02:10:00,LateNight,2,Medium,high,3.5,Tier1,Tier1,617,14,636.0,69,16
1841,628,128,885,Dessert,419,2,1,2025-01-12 02:10:00,LateNight,2,Medium,high,3.5,Tier1,Tier1,617,14,636.0,69,21
1842,1285,45,574,Main,198,8,1,2025-01-05 08:18:00,Breakfast,1,Low,low,4.0,Tier1,Tier2,198,13,522.15,63,21
1844,422,145,245,Main,368,5,1,2025-02-08 05:07:00,LateNight,2,Medium,medium,3.6,Tier2,Tier1,587,12,621.25,148,61
1844,422,145,725,Beverage,219,5,1,2025-02-08 05:07:00,LateNight,2,Medium,medium,3.6,Tier2,Tier1,587,12,621.25,148,13
1845,241,104,9,Main,337,3,0,2025-02-28 03:48:00,LateNight,4,High,medium,4.5,Tier1,Tier1,878,20,573.6216216216217,135,75
1845,241,104,1175,Beverage,107,3,0,2025-02-28 03:48:00,LateNight,4,High,medium,4.5,Tier1,Tier1,878,20,573.6216216216217,135,41
1845,241,104,786,Dessert,159,3,0,2025-02-28 03:48:00,LateNight,4,High,medium,4.5,Tier1,Tier1,878,20,573.6216216216217,135,15
1845,241,104,560,Side,275,3,0,2025-02-28 03:48:00,LateNight,4,High,medium,4.5,Tier1,Tier1,878,20,573.6216216216217,135,50
1846,486,102,139,Main,374,16,0,2025-02-26 16:33:00,Dinner,3,High,medium,4.1,Tier1,Tier1,1309,13,756.2,106,31
1846,486,102,438,Dessert,459,16,0,2025-02-26 16:33:00,Dinner,3,High,medium,4.1,Tier1,Tier1,1309,13,756.2,106,31
1846,486,102,433,Side,476,16,0,2025-02-26 16:33:00,Dinner,3,High,medium,4.1,Tier1,Tier1,1309,13,756.2,106,13
1848,639,28,820,Main,101,17,0,2025-01-06 17:12:00,Dinner,3,Medium,high,3.7,Tier1,Tier1,522,17,560.46875,71,24
1848,639,28,412,Beverage,170,17,0,2025-01-06 17:12:00,Dinner,3,Medium,high,3.7,Tier1,Tier1,522,17,560.46875,71,35
1848,639,28,682,Dessert,251,17,0,2025-01-06 17:12:00,Dinner,3,Medium,high,3.7,Tier1,Tier1,522,17,560.46875,71,21
1849,348,18,422,Main,455,2,1,2025-01-11 02:10:00,LateNight,2,High,high,4.7,Tier2,Tier1,945,13,488.8421052631579,140,22
1849,348,18,964,Side,490,2,1,2025-01-11 02:10:00,LateNight,2,High,high,4.7,Tier2,Tier1,945,13,488.8421052631579,140,20
1850,583,110,1180,Main,454,11,1,2025-02-15 11:53:00,Lunch,2,High,high,3.8,Tier1,Tier1,746,16,534.16,87,14
1850,583,110,26,Side,292,11,1,2025-02-15 11:53:00,Lunch,2,High,high,3.8,Tier1,Tier1,746,16,534.16,87,24
1851,607,91,448,Main,114,7,0,2025-02-24 07:35:00,Breakfast,2,Low,high,4.8,Tier1,Tier1,233,20,482.030303030303,119,72
1851,607,91,458,Beverage,119,7,0,2025-02-24 07:35:00,Breakfast,2,Low,high,4.8,Tier1,Tier1,233,20,482.030303030303,119,28
1852,380,117,111,Main,417,19,0,2025-02-18 19:01:00,Dinner,1,Medium,medium,4.4,Tier2,Tier3,417,11,330.61538461538464,74,74
1854,1431,8,791,Main,472,12,0,2025-02-27 12:31:00,Lunch,1,Medium,medium,4.3,Tier2,Tier1,472,17,600.0,114,26
1855,1282,164,69,Main,229,21,1,2025-02-16 21:51:00,Dinner,3,Medium,high,4.6,Tier2,Tier2,653,16,623.4375,90,31
1855,1282,164,1043,Beverage,83,21,1,2025-02-16 21:51:00,Dinner,3,Medium,high,4.6,Tier2,Tier2,653,16,623.4375,90,43
1855,1282,164,738,Side,341,21,1,2025-02-16 21:51:00,Dinner,3,Medium,high,4.6,Tier2,Tier2,653,16,623.4375,90,17
1859,82,122,279,Main,106,12,0,2025-01-27 12:17:00,Lunch,2,Medium,medium,4.6,Tier1,Tier1,539,30,603.0,110,13
